order_id,user_id,product_id,old_name,category,price,base_price,quantity,amount,status,region,priority,customer_name,order_date,discount_pct
102384,22384,P1384,Coffee Beans,Grocery,8290.18,8290.18,10,82901.8,Pending,West,Medium,Meera Nair,2025-05-06,15
102385,22385,P1385,Sunscreen,Beauty,20731.62,20731.62,2,41463.24,Cancelled,North,High,Aarav Sharma,2025-04-12,15
102386,22386,P1386,Cookbook,Books,40239.41,40239.41,7,281675.87,Cancelled,South,Medium,Vikram Gupta,2024-12-16,0
102387,22387,P1387,Sci-Fi Book,Books,11902.37,11902.37,10,119023.7,Cancelled,North,High,Vikram Rao,2025-03-15,10
102388,22388,P1388,Laptop,Electronics,40521.88,40521.88,4,162087.52,Pending,North,Medium,Ishaan Nair,2024-06-11,20
102389,22389,P1389,Rice 5kg,Grocery,46167.48,46167.48,9,415507.32,Pending,East,Low,Kiran Nair,2025-04-07,0
102390,22390,P1390,Biography,Books,18908.24,18908.24,4,75632.96,Pending,East,Low,Rohan Iyer,2024-03-19,0
102391,22391,P1391,Yoga Mat,Sports,39874.77,39874.77,6,239248.62,Completed,South,Medium,Kabir Kapoor,2024-01-19,15
102392,22392,P1392,Toaster,Home & Kitchen,2944.04,2944.04,9,26496.36,Completed,South,Medium,Neha Kapoor,2024-11-04,20
102393,22393,P1393,Smartwatch,Electronics,38940.79,38940.79,8,311526.32,Completed,East,Medium,Ishaan Sharma,2024-03-17,0
102394,22394,P1394,Self-Help Book,Books,12229.31,12229.31,5,61146.55,Completed,North,High,Ishaan Kapoor,2024-07-31,5
102395,,P1395,Smartphone,Electronics,130.89,130.89,7,916.23,Cancelled,West,Medium,Amit Sharma,2025-03-07,15
102396,22396,P1396,Sci-Fi Book,Books,21802.76,21802.76,4,87211.04,Returned,West,High,Priya Sharma,2025-05-09,5
102397,22397,P1397,Sci-Fi Book,Books,,34467.69,7,241273.83,Pending,North,Medium,Sara Kapoor,2025-06-20,20
102398,22398,P1398,Football,Sports,28067.66,28067.66,2,56135.32,Returned,South,High,Ishaan Rao,2024-10-31,15
102399,,P1399,Vacuum Cleaner,Home & Kitchen,12872.3,12872.3,5,64361.5,Completed,North,Medium,Meera Singh,2024-01-21,5
102400,22400,P1400,Perfume,Beauty,39814.43,39814.43,10,398144.3,Returned,North,High,Arjun Verma,2025-04-06,15
102401,22401,P1401,Laptop,Electronics,27637.95,27637.95,6,165827.7,Completed,South,Medium,Ananya Singh,2025-02-04,5
102402,22402,P1402,Tablet,Electronics,13899.74,13899.74,6,83398.44,Pending,North,Low,Kiran Gupta,2024-12-15,0
102403,22403,P1403,Rice 5kg,Grocery,7072.75,7072.75,10,70727.5,Completed,West,Medium,Vikram Sharma,2024-05-24,20
102404,22404,P1404,Sunscreen,Beauty,11633.66,11633.66,6,69801.96,Pending,East,High,Divya Verma,2024-01-05,5
102405,22405,P1405,Vacuum Cleaner,Home & Kitchen,12003.69,12003.69,2,24007.38,Returned,East,Medium,Kiran Singh,2024-08-10,20
102406,22406,P1406,Biography,Books,6149.78,6149.78,2,12299.56,Cancelled,North,High,Pooja Reddy,2024-07-12,0
102407,22407,P1407,Cricket Bat,Sports,18413.78,18413.78,10,184137.8,Returned,North,High,Divya Mehta,2024-04-12,5
102408,22408,P1408,Rice 5kg,Grocery,42858.16,42858.16,4,171432.64,Completed,East,Medium,Vivaan Singh,2024-11-06,0
102409,22409,P1409,Jacket,Clothing,45508.3,45508.3,1,45508.3,Cancelled,North,Medium,Meera Kapoor,2024-11-24,0
102410,22410,P1410,Sneakers,Clothing,19289.98,19289.98,9,173609.82,Returned,West,Medium,Neha Sharma,2024-01-10,5
102411,22411,P1411,Toaster,Home & Kitchen,15542.69,15542.69,10,155426.9,Returned,South,High,Sneha Reddy,2024-02-15,0
102412,22412,P1412,Jeans,Clothing,13246.62,13246.62,8,105972.96,Cancelled,West,Medium,Arjun Verma,2024-01-01,0
102413,22413,P1413,Cricket Bat,Sports,44850.41,44850.41,10,448504.1,Cancelled,West,Low,Diya Kapoor,2024-04-04,0
102414,22414,P1414,Rice 5kg,Grocery,42829.47,42829.47,3,128488.41,Returned,North,Medium,Amit Nair,2024-11-02,20
102415,22415,P1415,Pasta Pack,Grocery,41606.16,41606.16,1,41606.16,Returned,West,Medium,Rahul Nair,2024-10-23,15
102416,22416,P1416,Biography,Books,20945.46,20945.46,9,188509.14,Returned,South,High,Amit Reddy,2024-10-30,10
102417,22417,P1417,Cookware Set,Home & Kitchen,47166.5,47166.5,4,188666.0,Completed,East,Low,Priya Rao,2024-01-12,20
102418,22418,P1418,Pasta Pack,Grocery,36192.07,36192.07,3,108576.21,Returned,North,High,Neha Kapoor,2025-05-02,0
102419,22419,P1419,Football,Sports,44163.44,44163.44,8,353307.52,Cancelled,West,High,Kabir Singh,2025-02-20,0
102420,22420,P1420,Olive Oil,Grocery,24875.27,24875.27,8,199002.16,Completed,North,High,Meera Nair,2024-05-06,0
102421,22421,P1421,Running Shoes,Sports,21001.18,21001.18,1,21001.18,Returned,South,Medium,Meera Reddy,2024-09-04,0
102422,,P1422,Shampoo,Beauty,10822.97,10822.97,4,43291.88,Cancelled,East,Medium,Kiran Sharma,2025-01-21,10
102423,22423,P1423,Toaster,Home & Kitchen,$34018.54,34018.54,10,340185.4,Cancelled,South,High,Pooja Rao,2024-11-26,20
102424,22424,P1424,Dress,Clothing,15310.75,15310.75,6,91864.5,Pending,West,Low,Vivaan Rao,2024-09-28,0
102425,22425,P1425,Running Shoes,Sports,16849.77,16849.77,6,101098.62,Pending,North,High,Vikram Sharma,2024-09-19,0
102426,22426,P1426,Cookware Set,Home & Kitchen,48156.12,48156.12,9,433405.08,Completed,East,High,Neha Iyer,2024-05-15,0
102427,22427,P1427,Blender,Home & Kitchen,24009.58,24009.58,7,168067.06,Returned,West,High,Vivaan Reddy,2024-05-13,0
102428,22428,P1428,Smartphone,Electronics,44391.3,44391.3,1,44391.3,Completed,East,Low,Neha Reddy,2024-05-14,10
102429,,P1429,Lipstick,Beauty,28314.72,28314.72,3,84944.16,Returned,South,Low,Ishaan Iyer,2025-01-05,20
102430,22430,P1430,Olive Oil,Grocery,28835.05,28835.05,10,288350.5,Returned,East,Medium,Aarav Reddy,2024-07-18,20
102431,22431,P1431,Dress,Clothing,$27857.56,27857.56,1,27857.56,Completed,East,High,Ishaan Kapoor,2025-05-14,0
102432,22432,P1432,Blender,Home & Kitchen,$7545.65,7545.65,3,22636.95,Completed,North,Low,Priya Iyer,2025-01-10,0
102433,22433,P1433,Tablet,Electronics,13807.57,13807.57,3,41422.71,Completed,North,Medium,Ananya Mehta,2024-11-23,15
102434,22434,P1434,Novel,Books,39006.95,39006.95,7,273048.65,Returned,East,Medium,Vivaan Reddy,2025-02-11,0
102435,22435,P1435,Cereal Box,Grocery,45431.95,45431.95,9,408887.55,Pending,South,High,Priya Kapoor,2025-05-20,0
102436,22436,P1436,Sweater,Clothing,27791.77,27791.77,1,27791.77,Returned,North,High,Arjun Mehta,2024-06-06,0
102437,22437,P1437,Sneakers,Clothing,24297.06,24297.06,9,218673.54,Cancelled,North,Low,Aarav Verma,2025-01-08,0
102438,22438,P1438,Novel,Books,28296.54,28296.54,8,226372.32,Pending,North,Low,Aditya Singh,2024-05-13,0
102439,22439,P1439,Monitor,Electronics,28139.44,28139.44,6,168836.64,Pending,South,High,Amit Mehta,2024-01-04,20
102440,22440,P1440,Air Fryer,Home & Kitchen,32389.89,32389.89,8,259119.12,Cancelled,South,Low,Arjun Kapoor,2025-01-15,0
102441,22441,P1441,Face Cream,Beauty,3912.4,3912.4,10,39124.0,Returned,North,Medium,Aarav Mehta,2024-12-08,20
102442,22442,P1442,Coffee Beans,Grocery,34814.76,34814.76,5,174073.8,Pending,East,Low,Meera Singh,2025-02-25,0
102443,22443,P1443,Olive Oil,Grocery,,17324.06,9,155916.54,Pending,North,High,Amit Mehta,2025-04-05,0
102444,22444,P1444,Lipstick,Beauty,35428.59,35428.59,3,106285.77,Cancelled,East,High,Kabir Nair,2024-11-07,10
102445,22445,P1445,Cereal Box,Grocery,24795.6,24795.6,7,173569.2,Cancelled,West,High,Kiran Iyer,2024-08-16,10
102446,22446,P1446,Face Cream,Beauty,41754.15,41754.15,10,417541.5,Completed,South,Medium,Aarav Iyer,2024-05-08,0
102447,22447,P1447,Cereal Box,Grocery,43213.99,43213.99,1,43213.99,Completed,East,High,Neha Nair,2025-05-09,0
102448,22448,P1448,Pasta Pack,Grocery,6415.87,6415.87,7,44911.09,Returned,South,High,Divya Gupta,2024-02-03,0
102449,22449,P1449,Cereal Box,Grocery,11584.9,11584.9,2,23169.8,Cancelled,North,High,Ananya Mehta,2024-09-04,0
102450,22450,P1450,Novel,Books,37619.5,37619.5,3,112858.5,Returned,East,High,Arjun Rao,2024-01-14,0
102451,22451,P1451,Novel,Books,26109.08,26109.08,10,261090.8,Pending,South,Medium,Rohan Mehta,2024-11-09,0
102452,22452,P1452,Dress,Clothing,26958.26,26958.26,6,161749.56,Returned,West,Low,Sneha Verma,2024-12-27,0
102453,22453,P1453,Sunscreen,Beauty,1042.96,1042.96,7,7300.72,Pending,East,Medium,Meera Rao,2024-11-28,0
102454,22454,P1454,Camera,Electronics,10179.48,10179.48,1,10179.48,Completed,North,Medium,Rahul Rao,2024-03-10,20
102455,22455,P1455,Perfume,Beauty,15090.25,15090.25,8,120722.0,Pending,East,Medium,Vivaan Iyer,2024-06-29,15
102456,22456,P1456,T-Shirt,Clothing,20057.59,20057.59,3,60172.77,Completed,West,Medium,Rohan Singh,2024-08-18,10
102457,22457,P1457,Jacket,Clothing,47800.09,47800.09,7,334600.63,Completed,East,Medium,Amit Gupta,2024-12-21,0
102458,22458,P1458,Football,Sports,27918.9,27918.9,8,223351.2,Pending,South,Low,Meera Reddy,2024-01-21,5
102459,22459,P1459,Jacket,Clothing,17052.33,17052.33,4,68209.32,Completed,South,High,Diya Gupta,2024-06-05,0
102460,22460,P1460,Lipstick,Beauty,$46673.56,46673.56,10,466735.6,Cancelled,South,Low,Ishaan Sharma,2024-09-04,0
102461,22461,P1461,Blender,Home & Kitchen,,16243.62,1,16243.62,Pending,South,High,Aarav Mehta,2024-04-01,0
102462,22462,P1462,Cookware Set,Home & Kitchen,26739.35,26739.35,10,267393.5,Cancelled,North,Medium,Sara Nair,2025-02-06,0
102463,22463,P1463,Laptop,Electronics,29706.88,29706.88,6,178241.28,Completed,South,Medium,Vivaan Mehta,2025-06-13,0
102464,22464,P1464,Yoga Mat,Sports,42231.8,42231.8,6,253390.8,Completed,East,Low,Sara Singh,2024-09-17,20
102465,22465,P1465,Smartwatch,Electronics,35661.88,35661.88,6,213971.28,Returned,East,Medium,Diya Rao,2025-03-18,20
102466,,P1466,Jeans,Clothing,47941.68,47941.68,3,143825.04,Cancelled,West,High,Neha Verma,2025-02-24,0
102467,22467,P1467,Face Cream,Beauty,33583.98,33583.98,6,201503.88,Returned,South,Medium,Aarav Mehta,2025-03-22,0
102468,22468,P1468,Blender,Home & Kitchen,,14493.63,10,144936.3,Returned,East,Low,Divya Mehta,2025-04-16,0
102469,22469,P1469,Toaster,Home & Kitchen,34307.64,34307.64,7,240153.48,Completed,North,Low,Vivaan Verma,2024-02-15,0
102470,22470,P1470,Vacuum Cleaner,Home & Kitchen,36650.07,36650.07,4,146600.28,Pending,West,Low,Pooja Verma,2024-07-31,0
102471,22471,P1471,Vacuum Cleaner,Home & Kitchen,32839.36,32839.36,4,131357.44,Completed,West,Low,Pooja Nair,2024-03-31,10
102472,22472,P1472,Perfume,Beauty,46633.2,46633.2,1,46633.2,Cancelled,North,Low,Arjun Rao,2024-06-13,5
102473,22473,P1473,Olive Oil,Grocery,$26224.07,26224.07,3,78672.21,Returned,South,High,Pooja Verma,2024-10-24,5
102474,22474,P1474,Sweater,Clothing,9698.11,9698.11,7,67886.77,Cancelled,North,Medium,Aarav Kapoor,2024-08-15,0
102475,22475,P1475,Lipstick,Beauty,30202.84,30202.84,9,271825.56,Cancelled,North,Low,Sara Singh,2024-07-28,5
102476,22476,P1476,Rice 5kg,Grocery,13047.6,13047.6,10,130476.0,Completed,West,Medium,Neha Mehta,2025-01-16,0
102477,22477,P1477,Sunscreen,Beauty,16914.43,16914.43,2,33828.86,Completed,West,Medium,Vivaan Nair,2025-01-09,20
102478,22478,P1478,Olive Oil,Grocery,49845.78,49845.78,2,99691.56,Completed,West,High,Ananya Sharma,2024-02-03,0
102479,22479,P1479,Air Fryer,Home & Kitchen,41752.98,41752.98,6,250517.88,Pending,South,Medium,Sneha Reddy,2024-01-19,15
102480,22480,P1480,T-Shirt,Clothing,18957.48,18957.48,8,151659.84,Completed,South,Medium,Sara Kapoor,2025-05-07,15
102481,22481,P1481,T-Shirt,Clothing,42613.09,42613.09,1,42613.09,Pending,East,Medium,Aarav Sharma,2024-12-16,0
102482,22482,P1482,Yoga Mat,Sports,25388.68,25388.68,1,25388.68,Pending,West,Medium,Meera Kapoor,2025-06-06,5
102483,22483,P1483,Jacket,Clothing,18906.45,18906.45,1,18906.45,Pending,East,High,Vivaan Sharma,2024-01-31,10
102484,22484,P1484,Headphones,Electronics,11208.91,11208.91,5,56044.55,Pending,North,Medium,Rohan Verma,2025-03-24,10
102485,22485,P1485,Football,Sports,15738.89,15738.89,7,110172.23,Pending,West,Low,Diya Kapoor,2025-01-21,0
102486,22486,P1486,Jacket,Clothing,7802.38,7802.38,7,54616.66,Completed,North,High,Vivaan Gupta,2024-08-17,0
102487,22487,P1487,Headphones,Electronics,19142.97,19142.97,2,38285.94,Pending,East,High,Vikram Singh,2024-02-14,20
102488,22488,P1488,Blender,Home & Kitchen,46155.24,46155.24,3,138465.72,Completed,East,High,Neha Sharma,2024-04-27,20
102489,22489,P1489,Jeans,Clothing,28976.78,28976.78,9,260791.02,Cancelled,East,Medium,Vivaan Singh,2025-01-25,20
102490,22490,P1490,Sneakers,Clothing,4190.74,4190.74,7,29335.18,Cancelled,East,Medium,Aarav Gupta,2024-06-12,20
102491,22491,P1491,Air Fryer,Home & Kitchen,7501.3,7501.3,7,52509.1,Pending,North,High,Meera Mehta,2024-03-19,0
102492,22492,P1492,Blender,Home & Kitchen,,11356.87,2,22713.74,Completed,South,Medium,Amit Verma,2024-09-26,20
102493,,P1493,Smartwatch,Electronics,38123.56,38123.56,7,266864.92,Completed,West,High,Rahul Verma,2025-05-28,10
102494,22494,P1494,Face Cream,Beauty,41549.42,41549.42,10,415494.2,Pending,East,Medium,Divya Gupta,2024-11-07,15
102495,22495,P1495,Pasta Pack,Grocery,28031.94,28031.94,4,112127.76,Cancelled,North,High,Aditya Iyer,2024-04-05,0
102496,22496,P1496,Face Cream,Beauty,25807.65,25807.65,9,232268.85,Completed,East,High,Arjun Verma,2024-08-25,0
102497,,P1497,Blender,Home & Kitchen,22274.47,22274.47,1,22274.47,Cancelled,East,Medium,Priya Rao,2024-01-02,10
102498,22498,P1498,Biography,Books,39629.63,39629.63,7,277407.41,Returned,North,Medium,Vikram Mehta,2025-06-23,0
102499,22499,P1499,Laptop,Electronics,9936.73,9936.73,6,59620.38,Returned,East,Medium,Ananya Mehta,2024-12-01,15
102500,22500,P1000,Cereal Box,Grocery,,13476.22,5,67381.1,Completed,South,High,Rahul Iyer,2024-09-21,10
102501,22501,P1001,Self-Help Book,Books,30691.17,30691.17,8,245529.36,Completed,South,High,Meera Rao,2024-10-22,0
102502,22502,P1002,Sweater,Clothing,20255.8,20255.8,1,20255.8,Returned,North,High,Rahul Nair,2024-08-27,0
102503,22503,P1003,Self-Help Book,Books,2321.39,2321.39,7,16249.73,Pending,North,Low,Aditya Sharma,2025-02-19,15
102504,22504,P1004,Cookware Set,Home & Kitchen,,20379.83,6,122278.98,Pending,West,High,Sara Sharma,2024-03-03,0
102505,22505,P1005,Coffee Beans,Grocery,47531.63,47531.63,10,475316.3,Cancelled,West,Low,Vikram Singh,2024-10-05,10
102506,22506,P1006,Air Fryer,Home & Kitchen,$3513.35,3513.35,4,14053.4,Returned,North,High,Rahul Mehta,2024-01-05,20
102507,22507,P1007,Tablet,Electronics,24340.02,24340.02,4,97360.08,Returned,East,Low,Divya Reddy,2024-07-25,20
102508,22508,P1008,Tablet,Electronics,26413.87,26413.87,2,52827.74,Returned,North,Low,Neha Sharma,2024-02-07,0
102509,22509,P1009,Yoga Mat,Sports,,8552.55,5,42762.75,Cancelled,North,Medium,Amit Rao,2025-04-03,0
102510,22510,P1010,Jeans,Clothing,11703.01,11703.01,5,58515.05,Returned,East,Medium,Meera Singh,2024-04-21,5
102511,22511,P1011,Face Cream,Beauty,40936.25,40936.25,6,245617.5,Pending,North,High,Amit Singh,2024-07-03,5
102512,22512,P1012,Sci-Fi Book,Books,48998.34,48998.34,7,342988.38,Completed,West,Low,Meera Verma,2025-04-10,0
102513,22513,P1013,Cricket Bat,Sports,38179.27,38179.27,3,114537.81,Cancelled,West,Low,Kabir Kapoor,2024-12-23,20
102514,22514,P1014,Football,Sports,42898.24,42898.24,4,171592.96,Pending,West,Low,Pooja Mehta,2024-04-04,0
102515,22515,P1015,Novel,Books,49552.1,49552.1,5,247760.5,Pending,North,Medium,Kiran Mehta,2024-02-04,5
102516,22516,P1016,Headphones,Electronics,18223.68,18223.68,8,145789.44,Pending,East,Medium,Diya Verma,2025-02-01,0
102517,22517,P1017,Blender,Home & Kitchen,19690.41,19690.41,9,177213.69,Pending,East,Medium,Kiran Reddy,2025-04-03,0
102518,22518,P1018,Headphones,Electronics,33147.95,33147.95,6,198887.7,Cancelled,West,High,Meera Singh,2024-08-31,0
102519,22519,P1019,Cookbook,Books,23798.03,23798.03,2,47596.06,Returned,West,Low,Ananya Nair,2024-11-25,0
102520,,P1020,Yoga Mat,Sports,16496.89,16496.89,3,49490.67,Returned,North,High,Aditya Verma,2024-02-26,0
102521,22521,P1021,Perfume,Beauty,21235.41,21235.41,10,212354.1,Returned,South,Low,Rohan Singh,2025-06-10,0
102522,22522,P1022,T-Shirt,Clothing,$42778.01,42778.01,9,385002.09,Pending,South,Low,Kiran Singh,2024-02-22,20
102523,22523,P1023,Self-Help Book,Books,42642.24,42642.24,4,170568.96,Pending,North,High,Rohan Kapoor,2024-05-07,5
102524,22524,P1024,Sci-Fi Book,Books,47436.94,47436.94,7,332058.58,Cancelled,East,Low,Divya Gupta,2024-05-09,0
102525,22525,P1025,Sunscreen,Beauty,27370.17,27370.17,1,27370.17,Returned,South,High,Kiran Iyer,2024-05-04,5
102526,22526,P1026,Rice 5kg,Grocery,31921.85,31921.85,4,127687.4,Completed,South,High,Diya Rao,2024-09-01,5
102527,22527,P1027,Dumbbell Set,Sports,15877.36,15877.36,10,158773.6,Completed,West,Medium,Aarav Reddy,2024-05-30,0
102528,22528,P1028,Sunscreen,Beauty,33337.94,33337.94,4,133351.76,Pending,East,High,Pooja Gupta,2025-02-15,20
102529,22529,P1029,Rice 5kg,Grocery,8781.5,8781.5,4,35126.0,Returned,East,Low,Amit Nair,2024-06-18,0
102530,22530,P1030,Toaster,Home & Kitchen,45354.52,45354.52,5,226772.6,Cancelled,East,Low,Meera Rao,2025-03-21,10
102531,22531,P1031,Monitor,Electronics,48601.14,48601.14,5,243005.7,Pending,South,High,Aarav Singh,2025-06-16,0
102532,22532,P1032,Air Fryer,Home & Kitchen,,25009.12,6,150054.72,Cancelled,East,Low,Vivaan Rao,2024-06-19,20
102533,22533,P1033,Cereal Box,Grocery,23971.51,23971.51,3,71914.53,Cancelled,North,Low,Rohan Rao,2024-08-29,5
102534,22534,P1034,T-Shirt,Clothing,20652.19,20652.19,7,144565.33,Returned,North,High,Arjun Kapoor,2024-10-31,0
102535,22535,P1035,Yoga Mat,Sports,8801.69,8801.69,10,88016.9,Returned,West,High,Amit Reddy,2025-01-02,5
102536,22536,P1036,Sunscreen,Beauty,15826.56,15826.56,10,158265.6,Pending,East,Low,Aditya Verma,2024-03-06,5
102537,22537,P1037,Cookbook,Books,49382.57,49382.57,8,395060.56,Completed,South,Low,Ananya Nair,2025-02-06,15
102538,22538,P1038,Pasta Pack,Grocery,5248.44,5248.44,9,47235.96,Cancelled,South,High,Aarav Kapoor,2024-02-13,0
102539,22539,P1039,Olive Oil,Grocery,1652.07,1652.07,3,4956.21,Pending,East,Low,Vikram Mehta,2024-08-16,20
102540,22540,P1040,Shampoo,Beauty,$39978.58,39978.58,8,319828.64,Pending,North,High,Meera Rao,2024-12-27,20
102541,22541,P1041,Air Fryer,Home & Kitchen,17479.34,17479.34,8,139834.72,Pending,North,High,Aarav Kapoor,2024-10-29,0
102542,22542,P1042,Football,Sports,12706.55,12706.55,7,88945.85,Pending,West,Low,Kabir Rao,2024-11-30,0
102543,22543,P1043,Dress,Clothing,36581.88,36581.88,6,219491.28,Completed,North,High,Aditya Sharma,2025-06-09,0
102544,22544,P1044,Cricket Bat,Sports,34447.35,34447.35,3,103342.05,Pending,West,High,Vivaan Sharma,2024-08-02,5
102545,22545,P1045,Tablet,Electronics,6775.29,6775.29,1,6775.29,Pending,South,High,Kabir Iyer,2024-05-25,20
102546,22546,P1046,Biography,Books,9914.69,9914.69,4,39658.76,Completed,West,Low,Pooja Sharma,2024-04-24,20
102547,22547,P1047,Pasta Pack,Grocery,11094.62,11094.62,7,77662.34,Returned,West,Low,Aarav Reddy,2024-07-30,20
102548,22548,P1048,Headphones,Electronics,18722.13,18722.13,2,37444.26,Completed,West,High,Rohan Singh,2025-04-20,0
102549,22549,P1049,Camera,Electronics,27352.45,27352.45,6,164114.7,Completed,North,Medium,Diya Mehta,2025-02-20,0
102550,22550,P1050,Dress,Clothing,47271.27,47271.27,3,141813.81,Completed,South,Medium,Priya Sharma,2024-11-21,20
102551,22551,P1051,Camera,Electronics,30511.48,30511.48,10,305114.8,Returned,North,Low,Kabir Verma,2024-12-03,20
102552,22552,P1052,Sweater,Clothing,16604.26,16604.26,4,66417.04,Pending,South,Low,Pooja Sharma,2024-11-28,10
102553,22553,P1053,Sunscreen,Beauty,9695.67,9695.67,8,77565.36,Cancelled,South,Medium,Vivaan Iyer,2025-05-23,5
102554,22554,P1054,Jacket,Clothing,37320.29,37320.29,10,373202.9,Cancelled,North,High,Arjun Gupta,2024-11-28,0
102555,22555,P1055,Football,Sports,41749.46,41749.46,9,375745.14,Pending,West,High,Rahul Iyer,2025-06-28,10
102556,22556,P1056,Smartphone,Electronics,1042.61,1042.61,6,6255.66,Completed,West,High,Neha Verma,2024-11-12,20
102557,22557,P1057,Jeans,Clothing,30477.15,30477.15,6,182862.9,Cancelled,East,Low,Divya Gupta,2024-02-16,0
102558,22558,P1058,Biography,Books,28198.37,28198.37,8,225586.96,Returned,North,High,Rahul Singh,2024-08-16,0
102559,22559,P1059,Biography,Books,37941.88,37941.88,3,113825.64,Returned,East,Medium,Diya Verma,2025-02-02,0
102560,22560,P1060,Running Shoes,Sports,48946.35,48946.35,9,440517.15,Returned,North,High,Ishaan Gupta,2024-04-29,20
102561,22561,P1061,Jeans,Clothing,18976.84,18976.84,7,132837.88,Completed,North,Low,Rahul Rao,2024-03-13,0
102562,22562,P1062,Self-Help Book,Books,31799.21,31799.21,10,317992.1,Pending,North,Low,Sneha Iyer,2025-02-03,0
102563,22563,P1063,Novel,Books,37397.67,37397.67,10,373976.7,Returned,South,Medium,Arjun Rao,2024-02-19,20
102564,22564,P1064,Shampoo,Beauty,10601.62,10601.62,9,95414.58,Cancelled,South,Low,Pooja Singh,2025-06-08,5
102565,22565,P1065,Yoga Mat,Sports,27327.61,27327.61,4,109310.44,Returned,West,Low,Amit Sharma,2024-01-05,5
102566,22566,P1066,Sneakers,Clothing,29389.91,29389.91,10,293899.1,Cancelled,East,Medium,Rohan Iyer,2024-10-10,0
102567,22567,P1067,Face Cream,Beauty,22622.38,22622.38,3,67867.14,Returned,South,Medium,Arjun Iyer,2024-08-25,0
102568,22568,P1068,Lipstick,Beauty,41525.71,41525.71,2,83051.42,Returned,North,Low,Arjun Singh,2025-06-11,0
102569,22569,P1069,Running Shoes,Sports,16503.02,16503.02,10,165030.2,Completed,West,Low,Amit Rao,2025-01-07,10
102570,22570,P1070,Perfume,Beauty,22549.45,22549.45,8,180395.6,Cancelled,West,Low,Pooja Verma,2025-01-22,5
102571,22571,P1071,Cricket Bat,Sports,49800.07,49800.07,5,249000.35,Completed,West,Low,Rahul Verma,2025-04-22,5
102572,22572,P1072,Rice 5kg,Grocery,44014.06,44014.06,4,176056.24,Cancelled,North,Low,Sneha Kapoor,2024-08-11,5
102573,22573,P1073,Dumbbell Set,Sports,7473.18,7473.18,9,67258.62,Cancelled,East,High,Kabir Rao,2024-12-14,0
102574,22574,P1074,Cricket Bat,Sports,$34121.79,34121.79,3,102365.37,Pending,North,High,Kiran Nair,2024-07-19,0
102575,22575,P1075,Olive Oil,Grocery,15712.42,15712.42,6,94274.52,Completed,East,Low,Rohan Singh,2024-02-24,0
102576,22576,P1076,Jeans,Clothing,12321.07,12321.07,2,24642.14,Cancelled,West,Low,Vivaan Singh,2024-09-05,15
102577,22577,P1077,Cookware Set,Home & Kitchen,18438.82,18438.82,1,18438.82,Pending,North,High,Sneha Iyer,2024-03-16,0
102578,22578,P1078,Coffee Beans,Grocery,13310.17,13310.17,6,79861.02,Cancelled,West,Medium,Ishaan Verma,2024-09-12,15
102579,22579,P1079,Yoga Mat,Sports,47829.77,47829.77,1,47829.77,Returned,East,High,Kiran Verma,2024-06-06,0
102580,22580,P1080,Shampoo,Beauty,45322.27,45322.27,4,181289.08,Completed,East,Medium,Neha Kapoor,2024-12-27,0
102581,22581,P1081,Novel,Books,46843.66,46843.66,6,281061.96,Cancelled,East,High,Neha Reddy,2024-12-06,5
102582,22582,P1082,Tablet,Electronics,24946.03,24946.03,10,249460.3,Cancelled,South,High,Sneha Rao,2024-07-15,10
102583,22583,P1083,Self-Help Book,Books,3132.74,3132.74,7,21929.18,Completed,North,Low,Meera Rao,2025-01-21,15
102584,22584,P1084,Cookbook,Books,47404.61,47404.61,10,474046.1,Completed,South,Low,Vivaan Singh,2025-03-30,0
102585,22585,P1085,Blender,Home & Kitchen,20050.53,20050.53,10,200505.3,Completed,West,Low,Rahul Sharma,2024-03-09,0
102586,22586,P1086,Novel,Books,,8673.54,10,86735.4,Pending,East,Medium,Rahul Rao,2025-05-02,0
102587,22587,P1087,Tablet,Electronics,,9156.96,4,36627.84,Pending,South,Low,Aditya Singh,2024-06-10,10
102588,22588,P1088,Cereal Box,Grocery,$7377.96,7377.96,6,44267.76,Pending,North,Medium,Ishaan Rao,2024-02-13,20
102589,22589,P1089,Smartwatch,Electronics,6339.87,6339.87,4,25359.48,Returned,West,Low,Rahul Sharma,2024-11-19,0
102590,22590,P1090,Running Shoes,Sports,16241.32,16241.32,9,146171.88,Returned,South,Low,Vivaan Rao,2024-07-17,0
102591,22591,P1091,Sweater,Clothing,33028.68,33028.68,1,33028.68,Completed,South,Medium,Pooja Sharma,2024-10-25,0
102592,,P1092,Pasta Pack,Grocery,18315.46,18315.46,3,54946.38,Cancelled,West,Medium,Amit Rao,2024-01-20,15
102593,22593,P1093,Coffee Beans,Grocery,22026.04,22026.04,5,110130.2,Cancelled,South,Medium,Rahul Kapoor,2025-04-21,15
102594,22594,P1094,Vacuum Cleaner,Home & Kitchen,24766.16,24766.16,5,123830.8,Completed,West,High,Divya Iyer,2025-03-02,0
102595,22595,P1095,Pasta Pack,Grocery,22934.5,22934.5,7,160541.5,Completed,South,Low,Divya Mehta,2024-06-05,10
102596,22596,P1096,Toaster,Home & Kitchen,,19974.33,10,199743.3,Pending,South,Medium,Aditya Rao,2024-09-20,0
102597,22597,P1097,Rice 5kg,Grocery,115.42,115.42,8,923.36,Completed,West,High,Kiran Kapoor,2025-06-11,0
