customer_id,customer_name,email,customer_type,registration_date,valid_email
C408,Robert Cochran,garrettmelinda@example.com,Regular,2025-07-12,True
C409,Victor Velasquez,megantaylor@example.net,Regular,2024-07-26,True
C410,Anthony Coleman,shane07@example.com,Premium,2025-09-11,True
C411,Austin Fisher,gillangela@example.org,Regular,2026-07-01,True
C412,Brenda Kennedy,jhawkins@example.net,Regular,2024-07-15,True
C413,Melissa White,jillmaldonado@example.org,Regular,2025-03-10,True
C414,Brandon Knox,carrillojason@example.org,VIP,2024-08-16,True
C415,Dwayne Noble,littlejason@example.com,Regular,2025-09-17,True
C416,Tonya Chaney,guytanner@example.org,VIP,2024-10-08,True
C417,Loretta Clark,shane78@example.org,Premium,2024-10-31,True
C418,David Stephenson,melissawillis@example.net,VIP,2023-08-13,True
C419,Devon Fernandez MD,mannjoshua@example.net,Regular,2026-03-21,True
C420,Austin Aguilar,samuelleon@example.net,Premium,2025-04-01,True
C421,Richard Lozano,ortizmary@example.com,VIP,2024-01-31,True
C422,Brittany Cox,davischristine@example.org,VIP,2024-07-05,True
C423,Trevor Crawford,sjones@example.net,Regular,2024-06-12,True
C424,Summer Miller,wsanchez@example.com,Premium,2024-08-26,True
C425,Ricardo Olson,wjenkins@example.org,Premium,2024-05-17,True
C426,Deborah Mcdonald,oford@example.com,Regular,2023-11-06,True
C427,Austin White,qvalenzuela@example.com,Regular,2025-10-17,True
C428,Jose Morales,xgomez@example.org,VIP,2025-05-10,True
C429,Terry Gomez,lewisashley@example.com,VIP,2025-04-07,True
C430,Ashley Christensen,nalexander@example.com,Regular,2026-03-14,True
C431,Matthew Jefferson,brian32@example.org,Premium,2023-12-17,True
C432,Jordan Neal,heather12@example.org,VIP,2025-09-20,True
C433,Jennifer Mccall,ssilva@example.net,Premium,2025-11-28,True
C434,Michelle Little,smurphy@example.org,Regular,2024-07-10,True
C435,Joshua Reese,stevenlewis@example.net,Premium,2025-09-22,True
C436,Jeremy Jackson,johnsonjacqueline@example.org,Regular,2023-11-05,True
C437,Katherine Torres,eduardo25@example.net,Regular,2024-09-10,True
C438,Kendra Zamora,uhall@example.org,Regular,2023-10-15,True
C439,John Gray,codyramos@example.org,VIP,2024-07-13,True
C440,Joshua Clark,kjones@example.org,Premium,2024-09-12,True
C441,Joseph Turner,heidibuchanan@example.org,Premium,2023-10-26,True
C442,Amanda Farmer,charlespatrick@example.net,Regular,2023-02-16,True
C443,Amanda Davis,tara97@example.net,Premium,2026-01-21,True
C444,Brittney Kirby,mandy31@example.com,Regular,2025-08-19,True
C445,Anthony Liu,lisamorgan@example.org,Regular,2024-07-03,True
C446,Jennifer Moore,mezastephanie@example.net,Regular,2025-10-05,True
C447,Erin Kennedy,lisa86@example.org,Regular,2023-12-19,True
C448,Kendra Wright,mccallamber@example.org,VIP,2025-08-22,True
C449,Brian Martinez,pottererik@example.com,Regular,2023-06-25,True
C450,Ryan Kelley,lawrencebryan@example.net,Regular,2024-08-07,True
C451,Rickey Fuller,francisco54@example.net,Premium,2023-11-20,True
C452,Tammy Phillips,jason16@example.net,Premium,2023-01-31,True
C453,Phillip Lane,patelkenneth@example.org,VIP,2025-09-17,True
C454,Scott Johnson,caitlynsavage@example.com,Premium,2024-02-13,True
C455,Leslie Hawkins,hendersonkenneth@example.com,Regular,2024-12-03,True
C456,Erin Reyes,claudiasantos@example.org,Premium,2025-10-02,True
C457,Brent Dorsey,christophereaton@example.org,Premium,2025-10-24,True
C458,Robert Mullins,clewis@example.com,Regular,2024-09-12,True
C459,Dustin Zuniga,okelly@example.org,Premium,2026-02-14,True
C460,Travis Cruz,ashepherd@example.org,Regular,2024-01-24,True
C461,Joseph Smith,linda32@example.net,Premium,2024-06-06,True
C462,Aaron Ali,beverly09@example.net,VIP,2023-09-06,True
C463,Meghan Martinez,robert52@example.net,VIP,2023-09-23,True
C464,Sara Pugh,amanda90@example.net,VIP,2024-12-25,True
C465,Sandra Kelly,wallacenicholas@example.net,Premium,2024-12-23,True
C466,Haley Stanton,cynthiaknight@example.net,VIP,2025-06-02,True
C467,Lindsey Lowery,traviswright@example.com,Premium,2023-07-20,True
C468,Deborah Orr,lblack@example.net,Premium,2023-09-25,True
C469,Claire Fox,fletchersean@example.com,Regular,2025-01-25,True
C470,Arthur Hampton,kristinwilson@example.org,Premium,2023-04-10,True
C471,Lynn Ramirez,daniel29@example.org,VIP,2026-06-06,True
C472,Andrew Ryan,dillonannette@example.com,VIP,2024-04-08,True
C473,Sherry Hart,melissa43@example.org,Regular,2023-08-09,True
C474,Robert Beasley,grace23@example.com,Premium,2024-05-21,True
C475,Katie Jones,albert85@example.org,Premium,2023-11-03,True
C476,Mary Cox,tonya31@example.com,VIP,2025-05-31,True
C477,Shelby Wilson,xbaker@example.org,Premium,2026-04-06,True
C478,Susan Sanchez,donnaray@example.org,Regular,2024-11-23,True
C479,Lisa Anderson,clarkebrittany@example.net,VIP,2025-12-19,True
C480,Mr. Anthony Stevens DDS,pricejanet@example.com,Premium,2023-11-29,True
C481,Donald Brown,nwilliams@example.com,VIP,2024-06-13,True
C482,Deborah Molina,dickersonjim@example.net,VIP,2025-02-18,True
C483,Mr. Steve Potter,rperez@example.org,Regular,2026-03-28,True
C484,Robert Durham,jmiller@example.net,Premium,2025-11-24,True
C485,Justin Evans,robert86@example.net,VIP,2024-07-24,True
C486,Eric Martin,catherine10@example.net,Premium,2024-08-19,True
C487,Krystal Summers,nsullivan@example.com,Premium,2025-04-10,True
C488,Nicholas Taylor,houstonmatthew@example.net,Premium,2025-02-01,True
C489,Yolanda Joseph,russellcrystal@example.org,VIP,2023-03-27,True
C490,Chad Harris,garyellis@example.com,VIP,2025-05-20,True
C491,Mr. Michael Jordan,hbarton@example.com,Premium,2026-03-16,True
C492,Paula Robinson,jesus27@example.org,VIP,2023-02-17,True
C493,Randy Cooper,juan02@example.org,Premium,2024-01-24,True
C494,Sean Payne,marywright@example.net,Regular,2023-07-29,True
C495,Victor Sanchez,williamsjames@example.com,Regular,2024-06-08,True
C496,Johnny Thomas,anthonyramirez@example.org,VIP,2023-05-08,True
C497,Joshua Galvan,kennedydonna@example.net,Regular,2023-01-24,True
C498,Anthony Roy,marilyncunningham@example.org,Regular,2024-11-26,True
C499,Richard Roberts,smithvanessa@example.org,Premium,2023-08-16,True
C500,Donald Fletcher,jgarcia@example.com,Regular,2023-08-05,True
