Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5709,US-2015-160857,5/8/2015,5/15/2015,Same Day,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,334.068,4,0.3,-43.4288
5795,CA-2017-140186,9/29/2017,10/2/2017,Second Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,61.257,3,0.3,18.3771
5828,CA-2017-161067,9/3/2017,9/6/2017,Standard Class,KB-16405,Katrina Bavinger,Home Office,United States,New York City,New York,10035,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,100.98,1,0.0,0.561
5846,CA-2015-126725,11/17/2015,11/21/2015,Same Day,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,25.92,4,0.0,12.4416
5847,CA-2015-126725,11/17/2015,11/21/2015,Second Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,422.94,3,0.0,47.5808
5873,CA-2017-129910,3/30/2017,4/3/2017,Same Day,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",41.832,1,0.3,5.4382
5908,US-2016-113985,12/2/2016,12/7/2016,Same Day,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,61.76,4,0.0,29.336
6043,CA-2016-117912,2/4/2016,2/8/2016,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,5.388,1,0.4,0.9429
6070,CA-2017-166695,5/20/2017,5/24/2017,Same Day,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,90712,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,386.1,1,0.1,62.7413
6110,CA-2016-150007,9/11/2016,9/16/2016,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,10.812,4,0.15,-14.8665
6124,CA-2015-142139,8/31/2015,9/5/2015,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Bedford,Texas,76021,Central,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",22.925,5,0.3,6.3044
6307,CA-2016-163328,11/4/2016,11/6/2016,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Eugene,Oregon,97405,West,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",275.058,3,0.3,-51.5734
6319,CA-2017-161459,11/25/2017,11/29/2017,Standard Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,50.949,6,0.15,5.7318
6360,CA-2017-139080,1/23/2017,1/28/2017,First Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,98103,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.352,8,0.4,-0.0
6409,CA-2017-161774,5/14/2017,5/15/2017,Second Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,48.51,7,0.4,1.2127
6433,CA-2014-165764,11/3/2014,11/7/2014,Second Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,581.332,4,0.15,-58.1332
6458,CA-2014-110065,8/5/2014,8/11/2014,Second Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",17.442,9,0.15,6.3663
6534,US-2017-107384,12/4/2017,12/8/2017,Same Day,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,319.96,4,0.0,115.1856
6582,CA-2016-169887,10/22/2016,10/22/2016,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",47.572,2,0.3,7.1358
6613,CA-2015-107678,4/21/2015,4/28/2015,Same Day,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",19.88,4,0.3,6.1628
6662,CA-2015-129322,8/8/2015,8/10/2015,Same Day,DB-13405,Denny Blanton,Consumer,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",56.96,1,0.0,16.5184
6714,CA-2017-107629,12/14/2017,12/14/2017,Second Class,DB-13060,Dave Brooks,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0.0,-32.858
6740,CA-2014-144029,5/26/2014,5/31/2014,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",72.692,2,0.15,7.2692
6755,CA-2016-154767,6/28/2016,6/30/2016,Standard Class,BP-11155,Becky Pak,Consumer,United States,Paterson,New Jersey,7501,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",275.24,5,0.2,93.5816
6846,CA-2014-147543,7/6/2014,7/12/2014,Second Class,BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,269.145,1,0.1,40.3718
6852,US-2016-100461,1/8/2016,1/12/2016,Second Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,72.72,6,0.2,26.9064
6863,CA-2017-128965,4/17/2017,4/22/2017,Second Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",145.568,2,0.2,-12.7372
6884,CA-2015-137113,12/1/2015,12/5/2015,First Class,TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",82.224,4,0.1,33.7118
6968,CA-2016-157161,7/16/2016,7/20/2016,First Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),66.132,11,0.1,28.4368
7011,US-2014-135881,5/23/2014,5/27/2014,Same Day,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,28.287,7,0.1,10.6076
7065,CA-2017-169474,2/4/2017,2/9/2017,Second Class,JF-15355,Jay Fein,Consumer,United States,Rochester,New York,14609,East,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,18.513,2,0.15,3.4249
7075,CA-2016-112256,7/23/2016,7/28/2016,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Mcallen,Texas,78501,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,17.82,3,0.0,-24.057
7106,CA-2017-128944,6/19/2017,6/21/2017,Same Day,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055,East,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,27.472,2,0.15,5.8378
7122,CA-2017-166926,12/1/2017,12/8/2017,Second Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,38.272,8,0.2,13.3952
7188,CA-2017-133102,8/17/2017,8/24/2017,Second Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,12.588,1,0.4,-15.4203
7203,CA-2016-120369,10/28/2016,10/28/2016,First Class,VB-21745,Victoria Brennan,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",635.712,7,0.4,-63.5712
7598,CA-2014-131947,9/17/2014,9/22/2014,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10001473,Office Supplies,Art,Newell 313,6.888,3,0.3,0.2583
7712,CA-2017-139353,10/28/2017,10/30/2017,Same Day,JM-15250,Janet Martin,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",138.04,5,0.15,31.059
7784,CA-2016-162236,11/4/2016,11/6/2016,Same Day,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,1606.55,11,0.0,-214.2067
7887,CA-2017-118017,12/3/2017,12/6/2017,First Class,LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",20.064,6,0.2,4.0128
7892,CA-2016-148684,12/25/2016,12/29/2016,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",220.064,4,0.2,66.0192
7949,CA-2014-131009,3/1/2014,3/5/2014,Same Day,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,258.75,5,0.4,-12.9375
7951,CA-2014-131009,3/1/2014,3/5/2014,Second Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,151.144,4,0.3,-34.0074
7963,CA-2017-104864,11/18/2017,11/23/2017,First Class,JS-15685,Jim Sink,Corporate,United States,Miramar,Florida,33023,South,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,35.406,7,0.4,-23.0139
8106,CA-2017-159149,2/17/2017,2/19/2017,Second Class,CR-12820,Cyra Reiten,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",261.96,2,0.0,-8.167
8136,CA-2015-121776,2/16/2015,2/21/2015,Second Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,95.8545,9,0.15,37.8625
8170,CA-2017-107174,11/6/2017,11/13/2017,Same Day,AB-10060,Adam Bellavance,Home Office,United States,Seattle,Washington,98105,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,955.332,4,0.15,-131.3582
8189,CA-2015-140375,10/2/2015,10/5/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Rockville,Maryland,20852,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,4,0.0,12.4416
8243,CA-2014-109855,9/1/2014,9/5/2014,Same Day,LH-16900,Lena Hernandez,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,38.08
8354,CA-2017-132199,5/3/2017,5/8/2017,Second Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,672.246,6,0.1,-100.8369
8460,CA-2014-126200,8/25/2014,8/29/2014,Same Day,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",103.2,5,0.0,-123.84
8461,CA-2014-146500,8/30/2014,9/4/2014,Same Day,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,18.216,6,0.4,4.9183
8545,CA-2016-119074,3/27/2016,3/31/2016,Same Day,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,51.612,3,0.15,18.3223
8553,CA-2014-140473,5/30/2014,6/3/2014,Second Class,MC-17425,Mark Cousins,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1274.9575,5,0.15,270.9285
8573,CA-2014-121629,11/28/2014,12/2/2014,Same Day,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77041,Central,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2097.585,7,0.1,-104.8793
8710,CA-2014-119144,11/16/2014,11/18/2014,Same Day,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",287.976,4,0.4,-12.2813
8718,CA-2016-120824,6/12/2016,6/16/2016,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,31.428,4,0.1,-12.5712
8905,US-2016-126431,7/1/2016,7/1/2016,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,10009,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,54.954,2,0.1,22.5311
9117,CA-2017-153045,1/19/2017,1/24/2017,Standard Class,NS-18505,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,67.932,4,0.15,15.2847
9306,CA-2015-137603,9/19/2015,9/24/2015,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Santa Fe,New Mexico,87505,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,7.056,7,0.4,0.4234
9338,CA-2014-155264,10/19/2014,10/22/2014,Same Day,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,94110,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,9.537,3,0.15,3.8148
9420,CA-2017-152926,10/2/2017,10/4/2017,First Class,SC-20695,Steve Chapman,Corporate,United States,Houston,Texas,77041,Central,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,32.351,1,0.15,-71.981
9500,CA-2017-118213,11/5/2017,11/7/2017,Same Day,AB-10060,Adam Bellavance,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,36.612,9,0.4,9.5191
9507,CA-2014-149104,4/5/2014,4/7/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Dearborn Heights,Michigan,48127,Central,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,34.0425,3,0.15,6.9787
9556,CA-2015-111612,11/28/2015,12/2/2015,Second Class,EB-14110,Eugene Barchas,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,5.264,4,0.3,0.7238
9599,CA-2015-149517,9/19/2015,9/23/2015,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Sacramento,California,95823,West,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,0.0,12.9792
9609,CA-2017-117128,12/5/2017,12/8/2017,Standard Class,BF-11080,Bart Folk,Consumer,United States,New York City,New York,10024,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,2,0.0,3.4686
9717,US-2016-144477,8/12/2016,8/14/2016,Same Day,DB-13270,Deborah Brumfield,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,58.3,5,0.0,10.2025
9977,US-2016-103674,12/6/2016,12/10/2016,Second Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,90032,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,421.173,3,0.1,73.7053
9995,CA-2018-150488,1/21/2018,1/27/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,1606.4,5,0.0,-319.7857
9996,CA-2018-147739,1/16/2018,1/20/2018,Second Class,RP-19390,Resi Pölking,Consumer,United States,Sparks,Nevada,89431,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,616.35,6,0.3,164.2008
9997,US-2018-166469,1/12/2018,1/12/2018,Same Day,LT-16765,Larry Tron,Consumer,United States,Layton,Utah,84041,West,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,1517.616,6,0.2,159.2387
9998,CA-2018-155108,1/24/2018,1/24/2018,Same Day,KM-16225,Kalyca Meade,Corporate,United States,Thomasville,North Carolina,27360,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,545.034,3,0.3,12.7218
9999,CA-2018-139829,1/12/2018,1/18/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Lakewood,Ohio,44107,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,1353.086,7,0.3,-30.8002
10000,US-2018-157954,1/24/2018,1/30/2018,Standard Class,GM-14695,Greg Maxwell,Corporate,United States,Florence,Kentucky,41042,South,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,2393.68,8,0.0,-105.1244
10001,US-2018-112240,1/27/2018,2/2/2018,Standard Class,HG-14845,Harry Greene,Consumer,United States,Orange,New Jersey,7050,East,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1822.5,5,0.0,-216.7961
10002,CA-2018-132092,1/18/2018,1/22/2018,Second Class,TH-21115,Thea Hudgings,Corporate,United States,Margate,Florida,33063,South,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,2557.888,8,0.2,298.2983
10003,US-2018-164799,1/15/2018,1/21/2018,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Chandler,Arizona,85224,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,1207.68,3,0.0,329.9893
10004,CA-2018-155724,1/10/2018,1/16/2018,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Redding,California,96003,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2034.96,8,0.0,619.8661
10005,CA-2018-159829,1/7/2018,1/7/2018,Same Day,MJ-17740,Max Jones,Consumer,United States,Burbank,California,91505,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,1338.192,6,0.2,261.7513
10006,US-2018-171810,1/17/2018,1/23/2018,Standard Class,DB-13405,Denny Blanton,Consumer,United States,Tempe,Arizona,85281,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,784.384,8,0.2,-50.2148
10007,US-2018-168327,1/18/2018,1/24/2018,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Lafayette,Indiana,47905,Central,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,169.0,5,0.2,-7.2416
10008,US-2018-144020,1/13/2018,1/17/2018,Second Class,BD-11500,Bradley Drucker,Consumer,United States,Salt Lake City,Utah,84106,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",330.66,3,0.0,60.0718
10009,CA-2018-108418,1/16/2018,1/16/2018,Same Day,TS-21655,Trudy Schmidt,Consumer,United States,Newark,Delaware,19711,East,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",898.548,6,0.3,-148.9378
10010,US-2018-151049,1/27/2018,1/31/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Rockville,Maryland,20852,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,59.416,7,0.2,-0.3881
10011,US-2018-154921,1/20/2018,1/26/2018,Standard Class,MH-18025,Michelle Huthwaite,Consumer,United States,Niagara Falls,New York,14304,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1029.12,8,0.0,69.0571
10012,US-2018-144057,1/24/2018,1/24/2018,Same Day,KB-16240,Karen Bern,Corporate,United States,Saint Peters,Missouri,63376,Central,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,994.656,3,0.2,337.5833
10013,CA-2018-151645,1/21/2018,1/25/2018,Second Class,FM-14215,Filia McAdams,Corporate,United States,Sparks,Nevada,89431,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,108.768,2,0.2,5.8663
10014,CA-2018-134099,1/15/2018,1/17/2018,First Class,BF-11170,Ben Ferrer,Home Office,United States,Houston,Texas,77041,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,487.904,4,0.2,106.6931
10015,US-2018-136471,1/27/2018,1/27/2018,Same Day,SH-20395,Shahid Hopkins,Consumer,United States,Saint Cloud,Minnesota,56301,Central,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,1079.4,5,0.0,228.7932
10016,CA-2018-145870,1/10/2018,1/14/2018,Second Class,NS-18505,Neola Schneider,Consumer,United States,Orange,New Jersey,7050,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,427.73,1,0.0,-38.6461
10017,CA-2018-181439,1/7/2018,1/13/2018,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Wheeling,West Virginia,26003,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,729.36,3,0.2,80.3633
10018,CA-2018-160952,1/25/2018,1/27/2018,First Class,DO-13435,Denny Ordway,Consumer,United States,Ontario,California,91761,West,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,1654.8,6,0.0,546.1735
10019,CA-2018-121465,1/12/2018,1/16/2018,Second Class,DC-13285,Debra Catini,Consumer,United States,Hackensack,New Jersey,7601,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,236.25,1,0.1,70.7366
10020,US-2018-151990,1/25/2018,1/31/2018,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Burbank,California,91505,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,438.55,2,0.3,63.5824
10021,CA-2018-191382,1/27/2018,1/29/2018,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Bloomington,Illinois,61701,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,495.488,2,0.3,-4.4782
10022,US-2018-186706,1/14/2018,1/18/2018,Second Class,GM-14680,Greg Matthias,Consumer,United States,Springfield,Oregon,97477,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,2301.06,6,0.0,580.516
10023,CA-2018-156822,1/14/2018,1/14/2018,Same Day,DK-12985,Darren Koutras,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,206.04,3,0.2,17.9174
10024,US-2018-180728,1/28/2018,1/28/2018,Same Day,JM-15265,Janet Molinari,Corporate,United States,Monroe,North Carolina,28110,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2387.008,8,0.2,300.4313
10025,US-2018-132177,1/5/2018,1/7/2018,First Class,SC-20020,Sam Craven,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,2717.68,8,0.0,308.2319
10026,US-2018-144092,1/3/2018,1/3/2018,Same Day,GK-14620,Grace Kelly,Corporate,United States,Chicago,Illinois,60653,Central,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1341.0,6,0.0,-6.4988
10027,US-2018-144608,1/11/2018,1/13/2018,First Class,CS-11860,Cari Schnelling,Consumer,United States,Fort Lauderdale,Florida,33311,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,298.928,1,0.3,-45.7099
10028,US-2018-164038,1/20/2018,1/26/2018,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,1318.976,8,0.2,-251.2863
10029,US-2018-129045,1/15/2018,1/21/2018,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Rockford,Illinois,61107,Central,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,598.885,5,0.3,62.5297
10030,US-2018-155771,1/26/2018,1/28/2018,First Class,JK-15640,Jim Kriz,Home Office,United States,Manhattan,Kansas,66502,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,613.2,6,0.2,-37.8516
10031,CA-2018-194540,1/9/2018,1/11/2018,First Class,TC-21475,Tony Chapman,Home Office,United States,Richmond,Indiana,47374,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,599.606,2,0.3,107.6832
10032,CA-2018-128361,1/26/2018,1/26/2018,Same Day,SC-20770,Stewart Carmichael,Corporate,United States,Tucson,Arizona,85705,West,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,1538.81,5,0.3,136.2621
10033,US-2018-113176,1/9/2018,1/11/2018,First Class,PR-18880,Patrick Ryan,Consumer,United States,Columbia,Maryland,21044,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,314.316,4,0.1,-60.4173
10034,CA-2018-135954,1/4/2018,1/8/2018,Second Class,BM-11650,Brian Moss,Corporate,United States,Springdale,Arkansas,72762,South,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,1449.7,5,0.0,310.2875
10035,CA-2018-101607,1/21/2018,1/23/2018,First Class,HF-14995,Herbert Flentye,Consumer,United States,Logan,Utah,84321,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,1297.216,8,0.2,-127.9055
